title	rate	director	actor	category	showtime	length	box office	award	description
爱情冻住了	5.3	傅天余	林依晨/凤小岳/程予希/詹怀云/金燕玲/吴念真/李烈/王宥胜/黄镫辉/柯有伦/谢盈萱/路嘉欣/邱翊橙	喜剧/爱情	2017	113	52	0	在单身家庭长大的都市女性梅宝（林依晨 饰）相信冷冻食品可以安慰许多即使忙碌也希望享受新鲜食物的人，她期待着爱情能像冷藏食品那样永远新鲜。/                                    /                                　　然而，32岁的梅宝竟遭遇事业和爱情的低谷。她决定冷冻卵子，为自己的青春和真命天子，与时间赛跑。/                                    /                                　　因为工作的关系，梅宝结识推崇新鲜、拒绝冷冻的人气主厨阿始（凤小岳 饰）。/                                    /                                　　当“冷冻”的深情遇上“新鲜”的热情，一场关于爱情的浪漫论战就此展开！
超级快递	4.5	宋啸	陈赫/宋智孝/大卫·贝利/肖央/李媛/李淳/邰智源/何赛飞/阚清子	喜剧/动作	2016	90	6164	0	超级快递员马力（陈赫 饰）在一次派件途中，偶然卷入一起神像争夺事件。他做梦都没想到，遇见了一位神秘性感女郎（宋智孝 饰）却反遭对方胁迫，共同对付国际大盗加里（大卫·贝利 David Belle 饰）。小马凭借平时送快递对路线的熟悉，和使命必达的轴劲，终于成功获得神像，不料事件却突然变得扑朔迷离……
李雷和韩梅梅	3	杨永春	张子枫/张逸杰/成梓宁/李砚/常铖/王旭东/张诚航/苗皓钧/花希/马泽涵/应亦涵/朱子岩/李扬/郝平/王菁华/塞拉斯·列维·纽豪斯	剧情/喜剧/爱情	2017	90	4072	0	运动全能的中学女汉子韩梅梅（张子枫 饰），各项成绩尚可，但一提起英语就头疼得要命。/                                    /                                　　在结束了快乐的初中生活后，韩梅梅和魏华（成梓宁 饰）、林涛（李家成 饰）等一起升上了高中，同时还有李雷（张逸杰 饰）。如今的李雷已是脱胎换骨，从一个不起眼的小男生变成了又高又帅的男神，还有一口英伦范的纯正英语。/                                    /                                　　韩梅梅也是不知不觉地喜欢上了李雷，却迟迟不敢开口，于是古灵精怪的她制定出各种作战计划，意图攻陷李雷。/                                    /                                　　然而，天有不测风云，一场又一场的麻烦和变故，接二连三地降落在他们身上……/                                    /                                　　多年后，韩梅梅和李雷，还能牵手吗？
东北往事之破马张飞	3.6	郭大雷	贾乃亮/马丽/王迅/梁超/于洋/屈菁菁/九孔/刘慧/金士杰/曾志伟/李小璐/贾云馨	喜剧/动作	2017	99	10610	0	讲述了几个性格迥异的东北青年，无意落入了香港反派的圈套，而后用离间计、苦肉计、连环计等一系列套路，与其斗智斗勇的爆笑喜剧故事。
最萌身高差	3.8	马侃	高以翔/王水林/范湉湉/九孔	喜剧/爱情	2016	91	619	0	摄影系研究生张潇（高以翔 饰）拥有着傲人的196厘米身高，站在人群中总是最为扎眼的那一个。某日，张潇邂逅了名为夏汐泠（王水林 饰）的女孩，虽然生来娇小的夏汐泠身高只有156厘米，但张潇还是一眼就认定，夏汐泠是他一直在寻找的模特，一高一矮的两人站在一起，成为了校园里一道独特的风景线。/                                    /                                　　一场意外让夏汐泠对张潇产生了误会，然而，随着时间的推移，夏汐泠发现人高马大外表粗犷的张潇，其实拥有一颗柔软温暖的内心，而张潇亦早就喜欢上了古灵精怪的夏汐泠。经过一番精心策划，张潇鼓起勇气向夏汐泠表白了，可是让他没有想到的是，夏汐泠果断的拒绝了他的追求。
合约男女	4.4	刘国楠	郑秀文/张孝全/林雪/冯文娟/弦子/金巧巧/尹子维/李茂/徐冬冬	喜剧/爱情	2017	96	5952	0	保险公司CEO叶瑾（郑秀文 饰），是众人心中不怒而威的霸道女总裁，对爱情感到绝望的她认为只有对孩子的感情才是永恒的，于是决定借精生子。在严格的层层筛选后，帅气不羁的快递员肖博（张孝全 饰）意外成为孩子父亲的最终人选。有苦难言的肖博，义无反顾地签订了“变态”合约。而此时故事才刚刚开始…
王牌逗王牌	3.3	王晶	刘德华/黄晓明/王祖蓝/胡然/欧阳娜娜/谢依霖/沈腾/赵英俊/戚薇/徐冬冬/毛俊杰/吴樾	喜剧/动作/冒险	2016	102	26033	0	囧探宝爷（刘德华 饰）与侠盗洛家豪（黄晓明 饰）强强联手，与世界恐怖组织抢夺“上帝种子”，所谓“上帝种子”是一种神奇的种子，无论丢在哪里，只需要一点水，就可以迅速长出参天大树。而唯恐天下不乱的恐怖组织居然拿到了这种神奇的“上帝种子”，试图改变甚至掌控这个世界。为了维护世界和平，宝爷和家豪在A梦（王祖蓝 饰）、洛家欣（欧阳娜娜 饰）等人的帮助下，冒险夺宝拯救世界的故事。
谎言西西里	4.8	林育贤	李准基/周冬雨/阮经天/热依扎/邢佳栋/柳善/唐菀/王子子	爱情	2016	100	1087	0	影片讲述了韩国男孩俊浩（李准基 饰）以隐形方式默默守护心爱女友小悠（周冬雨 饰），并帮助其重启人生和爱情的故事。此次跨国“牵手”不仅发生在摩登都市上海，足迹还将远至充满美丽传说的意大利西西里，上演一场跨越国界和地域的动人恋情。
我们的十年	4.8	马伟豪 / 刘海	赵丽颖/乔任梁/吴映洁/班嘉佳/范逸臣/冯铭潮/李立/许静/熊晓雯/臭屁坨/徐查理/石峄	剧情/爱情	2016	90	4408	0	张静依（赵丽颖 饰）、陈伊诺（吴映洁 饰）和梁小艺（班嘉佳 饰）是大学时代的同窗兼好友，三个姑娘之间感情十分要好。温柔贤淑弹得一手好钢琴的陈伊诺是校园里的校花级人物，追求她的男生数不胜数，而个性大大咧咧不拘小节的张静依则甘愿成为绿叶，衬的一朵红花更加的娇艳。/                                    /                                　　一次偶然之中，张静依和陈伊诺结识了名为郭宇辰（乔任梁 饰）的男生，后者的潇洒和智慧很快就吸引了陈伊诺的注意，看着闺蜜终于坠入了情网，张静依义不容辞的充当起了军师的角色，为好友出谋划策。可是，在此过程中，张静依渐渐发现了自己内心里对于郭宇辰的感情，而郭宇辰似乎也更喜欢能够轻松相处的张静依。
外公芳龄38	4.2	安兵基	佟大为/陈妍希/吕云骢/刘芮麟/温心/潘斌龙/李晓川/赵龙豪/彭梓桁/张宥浩/李伟健/李彧/李菁/滕飞/徐婧荧/李俐璇/连萌	剧情/喜剧	2016	103	6042	0	38岁的明星主播何志武（佟大为 饰）在家中精心打扮，准备迎接性感女友“临幸”。打开家门时，外面站着的却是一对陌生母子——来自“胡建”的20岁未婚妈妈唐慧茹（陈妍希 饰）带着5岁的儿子唐家栋（吕云骢 饰）上门认亲……面对从天而降的女儿和小萌孙，正值”芳龄“的何志武无法接受， 要求进行亲子鉴定！然而，结局却令人出乎意料……
销售奇姬	5.1	卓立	白歆惠/林美秀/纳豆/朱芷莹/那维勋/黄健玮/许展荣/许展瑞/郑茵声/张少怀/王梦麟/陈盈洁/谢盈萱/卜国耕/王自强/禹安/邓九云	剧情/喜剧	2016	129	262	0	芬(白歆惠 饰)因工作失误被炒，瞬间成职场败将。原想藉转职找份盯着萤幕敲键盘的工作，不料求职不顺，卡债一路高筑。水电工老公方智凯(纳豆 饰)即使日以继夜修水电仍难养家，夙芬只好暂接下卖场推销工作。糟糕的是，由于放不下身段，业绩始终挂蛋，看着前辈美秀(林美秀 饰)口若悬河业绩响当当，只能眼巴巴干羡慕。夙芬跟智凯的长短脚之恋从不被看好，但智凯一直是夙芬的福星。他因修水电认识曾是销售天王的洁哥(那维勋 饰)，洁哥因另有盘算而传授夙芬秘技，使得她与美秀同时转职进入电视购物台时，脱胎换骨。不久，本被看衰的夙芬被总经理Sean(黄建玮 饰)提拔为主持人，开始与美秀匹敌。当销售数字随着两位购物天后的秘技而展开竞逐时，眼见一场双姬对战一触即发，不料，居然杀出程咬金，即将逆转结局......
铁道飞虎	5.1	丁晟	成龙/黄子韬/王凯/王大陆/徐帆/刘德华/张蓝心/吴永伦/桑平/房祖名/池内博之/那威/何云伟/浅野长英/矢野浩二/张艺上/高木贞佑	喜剧/动作	2016	124	69967	0	1941年太平洋战争爆发以后，穿过山东境内的津浦铁路成为日军在中国大陆最重要的战略交通线之一。在津浦铁路枣庄段周边，活跃着一支民间抗日游击队，这支游击队主要由枣庄火车站的几名铁路工人组成，队长叫马原，是火车站的搬运工工头。他们白天在日本人占领并管理的火车站干活，晚上出来秘密活动，利用对铁路线的熟悉以及扒火车、开火车的特殊技能，以一支小小的游击队跟大批装备精良的日本正规军周旋较量，造成了非常大的影响，当地老百姓给这支队伍起了一个响亮的名头，叫铁道飞虎队。
霸王别姬	9.5	陈凯歌	张国荣/张丰毅/巩俐/葛优/英达/蒋雯丽/吴大维/吕齐/雷汉/尹治/马明威/费振翔/智一桐/李春/赵海龙/李丹/童弟/沈慧芬/黄斐	剧情/爱情/同性	1993	171	4900	0	段小楼（张丰毅）与程蝶衣（张国荣）是一对打小一起长大的师兄弟，两人一个演生，一个饰旦，一向配合天衣无缝，尤其一出《霸王别姬》，更是誉满京城，为此，两人约定合演一辈子《霸王别姬》。但两人对戏剧与人生关系的理解有本质不同，段小楼深知戏非人生，程蝶衣则是人戏不分。/                                    /                                　　段小楼在认为该成家立业之时迎娶了名妓菊仙（巩俐），致使程蝶衣认定菊仙是可耻的第三者，使段小楼做了叛徒，自此，三人围绕一出《霸王别姬》生出的爱恨情仇战开始随着时代风云的变迁不断升级，终酿成悲剧。
大话西游之大圣娶亲	9.2	刘镇伟	周星驰/吴孟达/朱茵/蔡少芬/蓝洁瑛/莫文蔚/罗家英/刘镇伟/陆树铭/李健仁	喜剧/动作/爱情/奇幻/冒险	2014	95	18920	0	至尊宝（周星驰 饰）被月光宝盒带回到五百年前，遇见紫霞仙子（朱茵 饰），被对方打上烙印成为对方的人，并发觉自己已变成孙悟空。/                                    /                                　　紫霞与青霞（朱茵 饰）本是如来佛祖座前日月神灯的灯芯（白天是紫霞，晚上是青霞），二人虽然同一肉身却仇恨颇深，因此紫霞立下誓言，谁能拔出她手中的紫青宝剑，谁就是她的意中人。紫青宝剑被至尊宝于不经意间拔出，紫霞决定以身相许，却遭一心记挂白晶晶（莫文蔚 饰）的至尊宝拒绝。后牛魔王救下迷失在沙漠中的紫霞，并逼紫霞与他成婚，关键时刻，至尊宝现身。
无间道	9	刘伟强 / 麦兆辉	刘德华/梁朝伟/黄秋生/曾志伟/郑秀文/陈慧琳/陈冠希/余文乐/杜汶泽/林家栋/萧亚轩	剧情/悬疑/犯罪	2003	101	6722	"3,4"	1991年，香港黑帮三合会会员刘健明（刘德华）听从老大韩琛（曾志伟）的吩咐，加入警察部队成为黑帮卧底，韩琛许诺刘健明会帮其在七年后晋升为见习督察。1992年，警察训练学校优秀学员陈永仁（梁朝伟）被上级要求深入到三合会做卧底，终极目标是成为韩琛身边的红人。2002年，两人都不负重望，也都身背重压，刘健明渐想成为一个真正的好人，陈永仁则盼着尽快回归警察身份。/                                    /                                　　重案组从陈永仁手中获悉一批毒品交易情报，锁紧目标人物韩琛，没料情报被刘健明泄出，双方行动均告失败。但此事将双方均有卧底的事实暴露，引发双方高层清除内鬼的决心。命运迥异又相似的刘健明和陈永仁开始在无间道的旅程中接受严峻考验。
让子弹飞	8.7	姜文	姜文/葛优/周润发/刘嘉玲/陈坤/张默/姜武/周韵/廖凡/姚橹/邵兵/苗圃/冯小刚/胡军/马珂/白冰/杜奕衡/李静/胡明/危笑/杨奇雨/赵铭	剧情/喜剧/动作/西部	2010	132	65355	0	民国年间，花钱捐得县长的马邦德（葛优 饰）携妻（刘嘉玲 饰）及随从走马上任。途经南国某地，遭劫匪张麻子（姜文 饰）一伙伏击，随从尽死，只夫妻二人侥幸活命。马为保命，谎称自己是县长的汤 师爷。为汤师爷许下的财富所动，张麻子摇身一变化身县长，带着手下赶赴鹅城上任。有道是天高皇帝远，鹅城地处偏僻，一方霸主黄四郎（周润发 饰）只手遮天，全然不将这个新来的县长放在眼里。张麻子痛打了黄的武教头（姜武 饰），黄则设计害死张的义子小六（张默 饰）。原本只想赚钱的马邦德，怎么也想不到竟会被卷入这场土匪和恶霸的角力之中。鹅城上空愁云密布，血雨腥风在所难免……/                                    /                                　　本片根据马识途的小说《夜谭十记》中的《盗官记》一章改编。
